#Benchmark1, Benchmark2, dtlb, itlb, bra_miss, l1_hit, l2_hit, l3_hit, mem_hit, cycles, instructions, dtlb, itlb, bra_miss, l1_hit, l2_hit, l3_hit, mem_hit, cycles, instructions, cpi_smt, cpi_cmp, cpi_ratio
povray	bzip2	2.21802e+08	1.55545e+06	2.13535e+09	2.91131e+11	1.08343e+10	2.11038e+08	152497	5.01723e+11	9.51051e+11	9.29047e+08	162719	1.61754e+10	6.55973e+11	7.12148e+09	7.39899e+09	1.54546e+08	1.38714e+12	2.37735e+12	0.861059	0.533462	1.6141
bzip2	calculix	9.29047e+08	162719	1.61754e+10	6.55973e+11	7.12148e+09	7.39899e+09	1.54546e+08	1.38714e+12	2.37735e+12	1.36238e+08	8.04871e+06	4.31711e+09	1.31668e+12	3.67748e+09	1.18981e+09	4.68826e+08	2.32313e+12	6.17736e+12	0.838652	0.596187	1.40669
calculix	bzip2	1.36238e+08	8.04871e+06	4.31711e+09	1.31668e+12	3.67748e+09	1.18981e+09	4.68826e+08	2.32313e+12	6.17736e+12	9.29047e+08	162719	1.61754e+10	6.55973e+11	7.12148e+09	7.39899e+09	1.54546e+08	1.38714e+12	2.37735e+12	0.618347	0.376043	1.64435
bzip2	hmmer	9.29047e+08	162719	1.61754e+10	6.55973e+11	7.12148e+09	7.39899e+09	1.54546e+08	1.38714e+12	2.37735e+12	6.19088e+06	306745	1.1787e+09	1.17776e+12	1.04758e+09	8.99176e+07	2.764e+06	1.35452e+12	2.68448e+12	0.873999	0.595814	1.4669
bzip2	sjeng	9.29047e+08	162719	1.61754e+10	6.55973e+11	7.12148e+09	7.39899e+09	1.54546e+08	1.38714e+12	2.37735e+12	9.21836e+08	665698	2.14427e+10	5.44294e+11	1.82008e+09	2.33347e+08	9.07706e+08	1.67068e+12	2.24848e+12	0.829009	0.593939	1.39578
bzip2	GemsFDTD	9.29047e+08	162719	1.61754e+10	6.55973e+11	7.12148e+09	7.39899e+09	1.54546e+08	1.38714e+12	2.37735e+12	6.62545e+09	206362	1.47093e+08	4.56509e+11	5.45732e+09	4.75943e+09	1.11814e+10	1.30585e+12	1.40591e+12	0.937512	0.746299	1.25622
bzip2	libquantum	9.29047e+08	162719	1.61754e+10	6.55973e+11	7.12148e+09	7.39899e+09	1.54546e+08	1.38714e+12	2.37735e+12	8.295e+08	80973	7.17176e+08	5.18374e+10	2.3496e+09	5.28122e+09	1.64498e+10	1.12011e+12	1.64899e+12	1.33217	1.10556	1.20497
bzip2	h264ref	9.29047e+08	162719	1.61754e+10	6.55973e+11	7.12148e+09	7.39899e+09	1.54546e+08	1.38714e+12	2.37735e+12	3.72921e+08	1.49608e+06	4.41827e+09	1.39241e+12	1.98566e+10	1.06632e+09	4.55427e+07	1.63999e+12	3.74327e+12	0.874344	0.595897	1.46727
bzip2	tonto	9.29047e+08	162719	1.61754e+10	6.55973e+11	7.12148e+09	7.39899e+09	1.54546e+08	1.38714e+12	2.37735e+12	8.59071e+07	1.20961e+06	1.57792e+09	6.40535e+11	4.54496e+09	2.07695e+09	2.36128e+08	1.38675e+12	2.51035e+12	0.853875	0.605529	1.41013
bzip2	lbm	9.29047e+08	162719	1.61754e+10	6.55973e+11	7.12148e+09	7.39899e+09	1.54546e+08	1.38714e+12	2.37735e+12	1.75298e+08	27220	5.05006e+07	2.41065e+11	2.6477e+08	5.87142e+07	2.23889e+09	8.23311e+11	1.24595e+12	1.16104	0.882596	1.31548
